"OriginalName","Organizations","Type","CleanName","CleanNameNoMiddle","IsDuplicate",
"Robert Ready","Ambassador to ÊJapan??","Ambassador","Ready, Robert","Ready, Robert","n",
"Sandra McCardell","Ambassador to ÊBrunei  ??","Ambassador","McCardell, Sandra","McCardell, Sandra","n",
"Sébastien Beaulieu","Ambassador to ÊGermany??","Ambassador","Beaulieu, Sébastien","Beaulieu, Sébastien","n",
"Shawn Barber","Ambassador to ÊAustria??","Ambassador","Barber, Shawn","Barber, Shawn","n",
"Shawn Steil","Ambassador to ÊBurma??","Ambassador","Steil, Shawn","Steil, Shawn","n",
"Shelley Whiting","Ambassador to ÊCuba??","Ambassador","Whiting, Shelley","Whiting, Shelley","n",
"Stewart Beck","Ambassador to ÊLibya??","Ambassador","Beck, Stewart","Beck, Stewart","n",
"Stewart Wheeler","Ambassador to ??","Ambassador","Wheeler, Stewart","Wheeler, Stewart","n",
"Stuart Savage","Ambassador to ÊPhilippines??","Ambassador","Savage, Stuart","Savage, Stuart","n",
"Tom MacDonald","Ambassador to ??","Ambassador","MacDonald, Tom","MacDonald, Tom","n",
"Wendy Drukier","Ambassador to ÊCzech Republic??","Ambassador","Drukier, Wendy","Drukier, Wendy","n",
"Douglas George","Ambassador to ÊEcuador??","Ambassador","George, Douglas","George, Douglas","n",
"Ferry de Kerkhove","Ambassador to ??","Ambassador","Kerkhove, Ferry","Kerkhove, Ferry","n",
"Gary Doer","Ambassador to ÊChile??","Ambassador","Doer, Gary","Doer, Gary","n",
"Gordon Campbell","Ambassador to ÊPanama??","Ambassador","Campbell, Gordon","Campbell, Gordon","n",
"Guillermo Rishchynski","Ambassador to ÊAlgeria??","Ambassador","Rishchynski, Guillermo","Rishchynski, Guillermo","n",
"Guy Saint-Jacques","Ambassador to ??","Ambassador","Saint-Jacques, Guy","Saint-Jacques, Guy","n",
"Hilary Childs-Adams","Ambassador to ??","Ambassador","Childs-Adams, Hilary","Childs-Adams, Hilary","n",
"J. Gregory Goldhawk","Ambassador to ??","Ambassador","Goldhawk, Gregory","Goldhawk, Gregory","n",
"J. Ian Burchett","Ambassador to ÊSenegal??","Ambassador","Burchett, Ian","Burchett, Ian","n",
"James Fox","Ambassador to ÊEl Salvador??","Ambassador","Fox, James","Fox, James","n",
"James Lambert","Ambassador to ??","Ambassador","Lambert, James","Lambert, James","n",
"John Morrison","Ambassador to ÊBangladesh??","Ambassador","Morrison, John","Morrison, John","n",
"Kathleen Mackay","Ambassador to ??","Ambassador","Mackay, Kathleen","Mackay, Kathleen","n",
"Kevin Vickers","Ambassador to ??","Ambassador","Vickers, Kevin","Vickers, Kevin","n",
"Lawrence Cannon","Ambassador to ÊMorocco??","Ambassador","Cannon, Lawrence","Cannon, Lawrence","n",
"Louis-Robert Daigle","Ambassador to ÊMexico??","Ambassador","Daigle, Louis-Robert","Daigle, Louis-Robert","n",
"Matthew Levin","Ambassador to ÊTunisia??","Ambassador","Levin, Matthew","Levin, Matthew","n",
"Michael Small","Ambassador to ÊMozambique  ??","Ambassador","Small, Michael","Small, Michael","n",
"Patricia Langan-Torell","Ambassador to ÊKazakhstan??","Ambassador","Langan-Torell, Patricia","Langan-Torell, Patricia","n",
"Robert McDougall","Ambassador to ??","Ambassador","McDougall, Robert","McDougall, Robert","n",
"Roman Waschuk","Ambassador to ??","Ambassador","Waschuk, Roman","Waschuk, Roman","n",
"Sara Hradecky","Ambassador to ÊIceland??","Ambassador","Hradecky, Sara","Hradecky, Sara","n",
"Troy Lulashnyk","Ambassador to ??","Ambassador","Lulashnyk, Troy","Lulashnyk, Troy","n",
"Vivian Bercovici","Ambassador to ??","Ambassador","Bercovici, Vivian","Bercovici, Vivian","n",
"Yves Brodeur","Ambassador to ÊUkraine??","Ambassador","Brodeur, Yves","Brodeur, Yves","n",
"Yves Gagnon","Ambassador to ÊIsrael??","Ambassador","Gagnon, Yves","Gagnon, Yves","n",
"Andrée Cooligan","Ambassador to ??","Ambassador","Cooligan, Andrée","Cooligan, Andrée","n",
"Barbara Richardson","Ambassador to ÊNATO??","Ambassador","Richardson, Barbara","Richardson, Barbara","n",
"Caroline Chrétien","Ambassador to ??","Ambassador","Chrétien, Caroline","Chrétien, Caroline","n",
"Beverley McLachlin","Supreme Court of Canada","Supreme Court of Canada","McLachlin, Beverley","McLachlin, Beverley","n",
"Rosalie Abella","Supreme Court of Canada","Supreme Court of Canada","Abella, Rosalie","Abella, Rosalie","n",
"Thomas Cromwell","Supreme Court of Canada","Supreme Court of Canada","Cromwell, Thomas","Cromwell, Thomas","n",
"Michael Moldaver","Supreme Court of Canada","Supreme Court of Canada","Moldaver, Michael","Moldaver, Michael","n",
"Andromache Karakatsanis","Supreme Court of Canada","Supreme Court of Canada","Karakatsanis, Andromache","Karakatsanis, Andromache","n",
"Richard Wagner","Supreme Court of Canada","Supreme Court of Canada","Wagner, Richard","Wagner, Richard","n",
"Clément Gascon","Supreme Court of Canada","Supreme Court of Canada","Gascon, Clément","Gascon, Clément","n",
"Suzanne C™té","Supreme Court of Canada","Supreme Court of Canada","C™té, Suzanne","C™té, Suzanne","n",
"Russell Brown","Supreme Court of Canada","Supreme Court of Canada","Brown, Russell","Brown, Russell","n",
"Joe E. Hershfield","Tax Court of Canada","Tax Court of Canada","Joe E. Hershfield","Hershfield, Joe","n",
"Don R. Sommerfeldt","Tax Court of Canada","Tax Court of Canada","Don R. Sommerfeldt","Sommerfeldt, Don","n",
"Guy R. Smith","Tax Court of Canada","Tax Court of Canada","Guy R. Smith","Smith, Guy","n",
"John A. O'Keefe *","Federal Court Judge","Federal Court Judge","John A. O'Keefe","O'Keefe, John","n",
"Sean J. Harrington *","Federal Court Judge","Federal Court Judge","Sean J. Harrington","Harrington, Sean","n",
"Anne L. Mactavish","Federal Court Judge","Federal Court Judge","Anne L. Mactavish","Mactavish, Anne","n",
"Yves de Montigny","Federal court of appeal","Federal court of appeal","Yves de Montigny","Montigny, Yves","n",
"John R. Owen","Tax Court of Canada","Tax Court of Canada","John R. Owen","Owen, John","n",
"Roger T. Hughes","Federal Court Judge","Federal Court Judge","Roger T. Hughes","Hughes, Roger","n",
"Peter B. Annis","Federal Court Judge","Federal Court Judge","Peter B. Annis","Annis, Peter","n",
"Henry S. Brown","Federal Court Judge","Federal Court Judge","Henry S. Brown","Brown, Henry","n",
"Keith M. Boswell","Federal Court Judge","Federal Court Judge","Keith M. Boswell","Boswell, Keith","n",
"David W. Stratas","Federal court of appeal","Federal court of appeal","David W. Stratas","Stratas, David","n",
"Wyman W. Webb","Federal court of appeal","Federal court of appeal","Wyman W. Webb","Webb, Wyman","n",
"David G. Near","Federal court of appeal","Federal court of appeal","David G. Near","Near, David","n",
"Frank J. Pizzitelli","Tax Court of Canada","Tax Court of Canada","Frank J. Pizzitelli","Pizzitelli, Frank","n",
"David E. Graham","Tax Court of Canada","Tax Court of Canada","David E. Graham","Graham, David","n",
"Henry A. Visser","Tax Court of Canada","Tax Court of Canada","Henry A. Visser","Visser, Henry","n",
"Brian J. Porter","President and CEO, Scotiabank, Toronto, Ontario","Advisory Council for CanadaÕs Global Markets Action Plan (GMAP)","Brian J. Porter","Porter, Brian","n",
"Sandra J. Simpson *","Federal Court Judge","Federal Court Judge","Sandra J. Simpson","Simpson, Sandra","n",
"Robert L. Barnes","Federal Court Judge","Federal Court Judge","Robert L. Barnes","Barnes, Robert","n",
"Russel W. Zinn","Federal Court Judge","Federal Court Judge","Russel W. Zinn","Zinn, Russel","n",
"Cecily Y. Strickland","Federal Court Judge","Federal Court Judge","Cecily Y. Strickland","Strickland, Cecily","n",
"George R. Locke","Federal Court Judge","Federal Court Judge","George R. Locke","Locke, George","n",
"Donald J. Rennie","Federal court of appeal","Federal court of appeal","Donald J. Rennie","Rennie, Donald","n",
"Mary J.L. Gleason","Federal court of appeal","Federal court of appeal","Mary J.L. Gleason","Gleason, Mary","n",
"Gerald J. Rip*","Tax Court of Canada","Tax Court of Canada","Gerald J. Rip","Rip, Gerald","n",
"Steven K. D'Arcy","Tax Court of Canada","Tax Court of Canada","Steven K. D'Arcy","D'Arcy, Steven","n",
"Donald R. Lindsay","President and CEO, Teck Resources Ltd., Vancouver, British Columbia","Advisory Council for CanadaÕs Global Markets Action Plan (GMAP)","Donald R. Lindsay","Lindsay, Donald","n",
"Douglas R. Campbell *","Federal Court Judge","Federal Court Judge","Douglas R. Campbell","Campbell, Douglas","n",
"Michael L. Phelan","Federal Court Judge","Federal Court Judge","Michael L. Phelan","Phelan, Michael","n",
"Leonard S. Mandamin","Federal Court Judge","Federal Court Judge","Leonard S. Mandamin","Mandamin, Leonard","n",
"Michael D. Manson","Federal Court Judge","Federal Court Judge","Michael D. Manson","Manson, Michael","n",
"Glennys L. McVeigh","Federal Court Judge","Federal Court Judge","Glennys L. McVeigh","McVeigh, Glennys","n",
"B. Richard Bell","Federal Court Judge","Federal Court Judge","B. Richard Bell","Bell, B.","n",
"Richard F. Southcott","Federal Court Judge","Federal Court Judge","Richard F. Southcott","Southcott, Richard","n",
"Eleanor R. Dawson","Federal court of appeal","Federal court of appeal","Eleanor R. Dawson","Dawson, Eleanor","n",
"C. Michael Ryer","Federal court of appeal","Federal court of appeal","C. Michael Ryer","Ryer, C.","n",
"André F.J. Scott","Federal court of appeal","Federal court of appeal","André F.J. Scott","Scott, André","n",
"Patrick J. Boyle","Tax Court of Canada","Tax Court of Canada","Patrick J. Boyle","Boyle, Patrick","n",
"Randall S. Bocock","Tax Court of Canada","Tax Court of Canada","Randall S. Bocock","Bocock, Randall","n",
"Suzanne M. Beno”t","APEC Advisory Council","APEC Advisory Council","Suzanne M. Beno”t","Beno”t, Suzanne","n",
"Michel M.J. Shore","Federal Court Judge","Federal Court Judge","Michel M.J. Shore","Shore, Michel","n",
"Campbell J. Miller","Tax Court of Canada","Tax Court of Canada","Campbell J. Miller","Miller, Campbell","n",
"Kathleen T. Lyons","Tax Court of Canada","Tax Court of Canada","Kathleen T. Lyons","Lyons, Kathleen","n",
"James Bruce Flatt","Chief Executive Officer, Brookfield Asset Management Inc., Toronto, Ontario","Advisory Council for CanadaÕs Global Markets Action Plan (GMAP)","James Bruce Flatt","Flatt, James","n",
"Catherine M. Kane","Federal Court Judge","Federal Court Judge","Catherine M. Kane","Kane, Catherine","n",
"Robert James Hogan","Tax Court of Canada","Tax Court of Canada","Robert James Hogan","Hogan, Robert","n",
"Justice Patrick K. Gleeson","Federal Court Judge","Federal Court Judge","Justice Patr Gleeson","Gleeson, Justice","n",
"E. Susan Elliott","Federal Court Judge","Federal Court Judge","Susan Elliott","Elliott, Susan","n",
"Marc Nadon *","Federal court of appeal","Federal court of appeal","Marc Nadon","Nadon, Marc","n",
"J.D. Denis Pelletier *","Federal court of appeal","Federal court of appeal","Denis Pelletier","Pelletier, Denis","n",
"Dolores Hansen *","Federal Court Judge","Federal Court Judge","Dolores Hansen","Hansen, Dolores","n",
"Michel Beaudry *","Federal Court Judge","Federal Court Judge","Michel Beaudry","Beaudry, Michel","n",
"Johanne Trudel *","Federal court of appeal","Federal court of appeal","Johanne Trudel","Trudel, Johanne","n",
"Janice MacKinnon, Chair","Economic Advisory Council","Economic Advisory Council","Janice MacKinnon","MacKinnon, Janice","n",
"Danièle Tremblay-Lamer *","Federal Court Judge","Federal Court Judge","Danièle Tremblay-Lamer","Tremblay-Lamer, Danièle","n",
"Elizabeth Heneghan","Federal Court Judge","Federal Court Judge","Elizabeth Heneghan","Heneghan, Elizabeth","n",
"Luc Martineau","Federal Court Judge","Federal Court Judge","Luc Martineau","Martineau, Luc","n",
"Simon No‘l","Federal Court Judge","Federal Court Judge","Simon No‘l","No‘l, Simon","n",
"James Russell","Federal Court Judge","Federal Court Judge","James Russell","Russell, James","n",
"James O'Reilly","Federal Court Judge","Federal Court Judge","James O'Reilly","O'Reilly, James","n",
"Richard Mosley","Federal Court Judge","Federal Court Judge","Richard Mosley","Mosley, Richard","n",
"Jocelyne Gagné","Federal Court Judge","Federal Court Judge","Jocelyne Gagné","Gagné, Jocelyne","n",
"Yvan Roy","Federal Court Judge","Federal Court Judge","Yvan Roy","Roy, Yvan","n",
"René LeBlanc","Federal Court Judge","Federal Court Judge","René LeBlanc","LeBlanc, René","n",
"Martine St-Louis","Federal Court Judge","Federal Court Judge","Martine St-Louis","St-Louis, Martine","n",
"Alan Diner","Federal Court Judge","Federal Court Judge","Alan Diner","Diner, Alan","n",
"Simon Fothergill","Federal Court Judge","Federal Court Judge","Simon Fothergill","Fothergill, Simon","n",
"Denis Gascon","Federal Court Judge","Federal Court Judge","Denis Gascon","Gascon, Denis","n",
"Robin Camp","Federal Court Judge","Federal Court Judge","Robin Camp","Camp, Robin","n",
"Sylvie Roussel","Federal Court Judge","Federal Court Judge","Sylvie Roussel","Roussel, Sylvie","n",
"Johanne Gauthier","Federal court of appeal","Federal court of appeal","Johanne Gauthier","Gauthier, Johanne","n",
"Richard Boivin","Federal court of appeal","Federal court of appeal","Richard Boivin","Boivin, Richard","n",
"Pierre Archambault*","Tax Court of Canada","Tax Court of Canada","Pierre Archambault*","Archambault, Pierre","n",
"Alain Tardif*","Tax Court of Canada","Tax Court of Canada","Alain Tardif*","Tardif, Alain","n",
"Diane Campbell","Tax Court of Canada","Tax Court of Canada","Diane Campbell","Campbell, Diane","n",
"Brent Paris","Tax Court of Canada","Tax Court of Canada","Brent Paris","Paris, Brent","n",
"Judith Woods","Tax Court of Canada","Tax Court of Canada","Judith Woods","Woods, Judith","n",
"Réal Favreau","Tax Court of Canada","Tax Court of Canada","Réal Favreau","Favreau, Réal","n",
"Gaston Jorré","Tax Court of Canada","Tax Court of Canada","Gaston Jorré","Jorré, Gaston","n",
"Valerie Miller","Tax Court of Canada","Tax Court of Canada","Valerie Miller","Miller, Valerie","n",
"Johanne D'Auray","Tax Court of Canada","Tax Court of Canada","Johanne D'Auray","D'Auray, Johanne","n",
"Dominique Lafleur","Tax Court of Canada","Tax Court of Canada","Dominique Lafleur","Lafleur, Dominique","n",
"Sylvain Ouimet","Tax Court of Canada","Tax Court of Canada","Sylvain Ouimet","Ouimet, Sylvain","n",
"Philip Leong","APEC Advisory Council","APEC Advisory Council","Philip Leong","Leong, Philip","n",
"Deborah Close","APEC Advisory Council","APEC Advisory Council","Deborah Close","Close, Deborah","n",
"John Bradlow","Economic Advisory Council","Economic Advisory Council","John Bradlow","Bradlow, John","n",
"Bonnie Brooks","Economic Advisory Council","Economic Advisory Council","Bonnie Brooks","Brooks, Bonnie","n",
"Peter Brown","Economic Advisory Council","Economic Advisory Council","Peter Brown","Brown, Peter","n",
"Paul Desmarais","Economic Advisory Council","Economic Advisory Council","Paul Desmarais","Desmarais, Paul","n",
"Murray Edwards","Economic Advisory Council","Economic Advisory Council","Murray Edwards","Edwards, Murray","n",
"Monique Leroux","Economic Advisory Council","Economic Advisory Council","Monique Leroux","Leroux, Monique","n",
"Donald Lindsay","Economic Advisory Council","Economic Advisory Council","Donald Lindsay","Lindsay, Donald","n",
"Rebecca MacDonald","Economic Advisory Council","Economic Advisory Council","Rebecca MacDonald","MacDonald, Rebecca","n",
"Jack Mintz","Economic Advisory Council","Economic Advisory Council","Jack Mintz","Mintz, Jack","n",
"Andrew Oland","Economic Advisory Council","Economic Advisory Council","Andrew Oland","Oland, Andrew","n",
"Jim Pattison","Economic Advisory Council","Economic Advisory Council","Jim Pattison","Pattison, Jim","n",
"Dominic Barton","Global Managing Director, McKinsey & Company, London, UK","Advisory Council for CanadaÕs Global Markets Action Plan (GMAP)","Dominic Barton","Barton, Dominic","n",
"Derek Burney","Senior Strategic Advisor, Norton Rose Fulbright, Ottawa, Ontario","Advisory Council for CanadaÕs Global Markets Action Plan (GMAP)","Derek Burney","Burney, Derek","n",
"Linda Hasenfratz","Chief Executive Officer, Linamar Corporation, Guelph, Ontario","Advisory Council for CanadaÕs Global Markets Action Plan (GMAP)","Linda Hasenfratz","Hasenfratz, Linda","n",
